,0_high,0_low,0_med,0_vhigh,1_high,1_low,1_med,1_vhigh,2_2,2_3,2_4,2_5more,3_2,3_4,3_more,4_big,4_med,4_small,5_high,5_low,5_med,output
415,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
1639,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
142,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
542,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
813,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
471,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1317,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
1251,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
364,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
19,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
864,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
35,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1071,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
591,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
1077,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
1493,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
479,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
1059,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
640,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
974,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1491,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
1216,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
38,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
175,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
252,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1050,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
1519,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1330,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1007,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1698,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
568,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
154,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
789,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
825,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1115,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
321,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
771,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1595,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
865,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1656,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1179,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
684,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1624,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
933,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1020,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
17,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1
127,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
369,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
271,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
1303,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1682,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
190,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
115,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1676,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
1208,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
741,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
180,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
339,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
575,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
410,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
1713,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
1360,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
950,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1
1516,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1476,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
606,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
444,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
45,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
548,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
157,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1455,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
171,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
16,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
599,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
48,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
191,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
654,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
603,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1611,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
1413,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1080,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1362,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
553,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
1597,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
312,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
1517,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1029,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
1638,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
225,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
26,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1
309,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
1632,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
509,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
1662,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
436,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
231,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
37,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
839,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
955,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
1683,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
446,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
541,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1168,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
1686,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
867,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
32,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
790,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1437,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
194,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
1554,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1570,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1316,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
586,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1223,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1354,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1692,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1524,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
1032,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
703,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
160,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
855,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
1300,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1599,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
162,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1063,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
892,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1406,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1163,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1193,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1221,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1722,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
152,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1356,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1572,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
597,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
111,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
226,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1368,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1113,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
103,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
493,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
491,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1315,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
769,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
710,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1479,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1233,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
842,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
119,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
53,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
151,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1704,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
207,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
1605,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
818,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1541,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
236,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
8,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
159,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
36,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
524,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
811,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
267,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
343,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
1194,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1459,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
1166,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
687,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
768,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
407,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1425,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
1416,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
278,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
750,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
333,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1347,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
486,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
150,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1277,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
544,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1296,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1342,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1001,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
791,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1705,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
1598,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
658,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1248,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
567,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
1515,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
146,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
474,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1298,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1593,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
819,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
535,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
186,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
747,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
143,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
960,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
1332,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
197,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1169,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
305,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
329,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1527,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
472,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
122,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
202,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
1087,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
253,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1620,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
456,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
1116,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
219,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
792,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
112,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
882,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1293,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
1513,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
513,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
828,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1627,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
360,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
804,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
896,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1323,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
775,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
783,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
1674,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1557,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1027,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
798,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1382,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1
668,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
856,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
699,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
622,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
1461,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
648,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
954,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
1566,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
560,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
95,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1
1395,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
678,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
948,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
1137,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
1189,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1424,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
206,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
464,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1026,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1146,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
469,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
982,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1544,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1408,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
793,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
756,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1304,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
921,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
861,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
98,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1036,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
478,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
585,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1485,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
1458,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1249,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1002,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
200,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
134,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
1443,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
40,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
1387,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
234,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
450,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
324,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
490,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
463,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
721,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1512,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
802,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
613,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
64,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
14,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
1466,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
571,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
451,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
187,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
979,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
216,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1018,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1490,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
1164,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
390,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
